Date,Category,Type,Amount
2024-03-25,Product Sales,Expense,2762.92
2024-12-04,Product Sales,Expense,7761.17
2023-06-28,Service Fees,Revenue,10348.64
2023-03-24,Product Sales,Revenue,1494.01
2024-04-03,Service Fees,Revenue,10322.65
2024-01-25,Software Licenses,Expense,6552.84
2023-07-06,Office Rent,Revenue,1420.69
2024-02-10,Office Rent,Expense,6550.58
2024-09-22,Salaries,Revenue,2878.01
2023-03-15,Salaries,Revenue,2702.45
2024-09-29,Salaries,Revenue,10009.61
2023-07-19,Product Sales,Revenue,4839.34
2024-05-08,Salaries,Revenue,6888.59
2024-08-07,Service Fees,Expense,2228.64
2024-09-01,Marketing,Revenue,10275.26
2024-12-22,Service Fees,Revenue,1667.6
2023-02-18,Marketing,Revenue,4250.64
2023-08-13,Service Fees,Expense,1743.96
2024-02-21,Salaries,Revenue,5220.42
2024-01-07,Utilities,Revenue,5548.89
2023-07-15,Service Fees,Expense,6601.79
2023-11-27,Salaries,Revenue,3196.38
2024-07-27,Utilities,Expense,7479.11
2024-08-24,Office Rent,Revenue,8495.23
2023-10-19,Marketing,Revenue,9411.0
2023-12-18,Software Licenses,Expense,10607.79
2024-07-08,Salaries,Expense,1105.76
2023-07-05,Salaries,Expense,2991.29
2023-03-21,Service Fees,Revenue,6074.68
2024-11-15,Office Rent,Expense,1302.26
2024-01-18,Marketing,Revenue,5182.18
2024-11-26,Product Sales,Revenue,9873.61
2024-04-20,Software Licenses,Revenue,9852.49
2023-11-26,Utilities,Revenue,7890.75
2023-12-26,Product Sales,Revenue,6793.53
2024-10-16,Utilities,Revenue,6979.61
2024-07-03,Salaries,Expense,6134.63
2023-10-09,Utilities,Expense,2167.14
2023-05-31,Utilities,Revenue,8814.78
2023-07-09,Marketing,Expense,1443.81
2024-02-17,Utilities,Expense,7823.12
2024-07-25,Service Fees,Expense,4556.37
2024-12-13,Marketing,Expense,2047.92
2024-01-16,Product Sales,Expense,7895.78
2024-07-21,Office Rent,Expense,9671.43
2023-12-11,Software Licenses,Revenue,9570.1
2024-06-15,Marketing,Revenue,8414.63
2023-10-23,Software Licenses,Revenue,7655.11
2024-08-03,Service Fees,Expense,2171.74
2024-05-24,Product Sales,Revenue,2347.71
2023-10-18,Marketing,Expense,1723.21
2023-11-05,Office Rent,Revenue,1944.81
2024-08-01,Marketing,Revenue,2602.14
2024-05-19,Software Licenses,Revenue,3048.23
2023-01-25,Salaries,Revenue,10130.29
2024-07-30,Product Sales,Revenue,8482.52
2023-06-27,Product Sales,Revenue,4725.55
2023-09-22,Software Licenses,Expense,3555.92
2024-01-05,Software Licenses,Revenue,4864.96
2023-06-28,Utilities,Revenue,5660.01
2023-01-19,Salaries,Revenue,607.07
2023-02-13,Product Sales,Expense,8376.74
2024-08-18,Utilities,Expense,5239.23
2023-01-26,Software Licenses,Revenue,9081.73
2024-06-27,Salaries,Expense,9399.34
2024-10-13,Utilities,Expense,10158.43
2023-01-17,Software Licenses,Expense,5866.56
2024-06-16,Marketing,Expense,2043.84
2023-04-06,Marketing,Expense,2734.36
2023-03-23,Software Licenses,Revenue,5616.45
2023-09-18,Marketing,Expense,8518.95
2024-01-16,Product Sales,Revenue,1622.51
2024-03-29,Office Rent,Revenue,1723.97
2024-12-02,Salaries,Expense,9826.88
2024-10-13,Service Fees,Revenue,3576.33
2024-03-01,Product Sales,Revenue,248.61
2024-05-09,Product Sales,Revenue,1134.36
2024-10-30,Marketing,Expense,5726.1
2023-03-24,Utilities,Revenue,3186.17
2023-03-07,Product Sales,Revenue,8535.98
2024-07-26,Salaries,Expense,1526.64
2023-12-31,Software Licenses,Expense,580.35
2024-12-01,Office Rent,Expense,3497.08
2023-09-05,Office Rent,Revenue,6154.93
2024-08-24,Office Rent,Expense,4228.07
2024-03-19,Salaries,Expense,3229.29
2024-10-07,Software Licenses,Expense,7170.79
2023-11-23,Service Fees,Revenue,1435.51
2024-03-08,Salaries,Revenue,9425.88
2024-10-15,Utilities,Revenue,1516.35
2023-03-15,Marketing,Revenue,6671.26
2024-10-11,Salaries,Revenue,1521.5
2023-07-13,Product Sales,Revenue,7877.51
2023-01-03,Utilities,Expense,4150.16
2024-09-19,Utilities,Expense,10106.04
2024-04-01,Office Rent,Expense,5152.74
2023-05-13,Software Licenses,Revenue,4121.37
2024-10-15,Office Rent,Expense,9480.77
2023-07-06,Utilities,Expense,4166.54
2024-07-25,Salaries,Revenue,1944.35
2023-10-15,Utilities,Revenue,7940.68
2024-11-14,Service Fees,Revenue,2538.17
2024-08-15,Service Fees,Expense,2024.66
2023-07-21,Software Licenses,Expense,615.65
2023-09-18,Product Sales,Expense,9197.09
2024-02-16,Software Licenses,Expense,8775.01
2024-12-04,Software Licenses,Revenue,1055.71
2024-06-30,Salaries,Revenue,3463.93
2024-09-30,Office Rent,Revenue,539.57
2023-10-21,Service Fees,Revenue,8052.82
2024-12-12,Marketing,Revenue,8240.39
2024-01-03,Office Rent,Revenue,9786.27
2023-09-20,Product Sales,Expense,5085.63
2023-11-30,Salaries,Revenue,10826.55
2024-08-14,Software Licenses,Revenue,6473.38
2024-07-09,Service Fees,Expense,4707.84
2023-12-06,Salaries,Revenue,9760.3
2024-05-08,Marketing,Revenue,1812.7
2023-06-13,Service Fees,Expense,1494.89
2023-08-17,Product Sales,Revenue,549.6
2024-12-05,Software Licenses,Revenue,6333.22
2023-06-05,Service Fees,Expense,7926.97
2023-12-18,Salaries,Expense,9384.6
2023-10-14,Product Sales,Expense,4855.81
2024-01-14,Service Fees,Revenue,5142.27
2023-05-29,Salaries,Revenue,9343.6
2023-02-03,Software Licenses,Revenue,7645.63
2024-07-22,Salaries,Revenue,3149.98
2024-01-02,Office Rent,Revenue,7893.76
2023-09-04,Product Sales,Expense,6841.55
2023-12-22,Utilities,Expense,2930.18
2024-05-27,Service Fees,Expense,8140.92
2024-05-11,Software Licenses,Revenue,7130.22
2024-04-14,Salaries,Expense,401.68
2024-02-07,Office Rent,Expense,9334.17
2023-01-07,Service Fees,Revenue,7429.14
2024-09-08,Utilities,Revenue,10230.55
2024-06-07,Software Licenses,Expense,3719.18
2023-08-24,Salaries,Expense,7464.12
2023-12-26,Salaries,Revenue,9210.49
2023-05-26,Software Licenses,Revenue,9249.5
2023-11-16,Product Sales,Revenue,4642.32
2024-06-11,Product Sales,Revenue,4860.57
2024-11-17,Service Fees,Expense,6795.86
2023-06-19,Salaries,Expense,7961.44
2024-10-09,Software Licenses,Expense,4729.66
2024-11-29,Service Fees,Expense,422.86
2024-08-29,Marketing,Revenue,455.81
2024-05-21,Utilities,Revenue,314.62
2022-12-27,Utilities,Revenue,1853.0
2023-12-10,Service Fees,Expense,9879.47
2023-08-08,Service Fees,Expense,5559.15
2024-04-29,Office Rent,Revenue,9498.49
2024-11-28,Software Licenses,Revenue,4979.97
2023-04-06,Service Fees,Revenue,4515.24
2023-05-11,Salaries,Expense,8378.12
2023-04-17,Office Rent,Revenue,5355.46
2023-06-23,Software Licenses,Revenue,3445.8
2023-09-21,Office Rent,Expense,5787.62
2024-09-20,Software Licenses,Expense,8811.2
2023-09-26,Salaries,Expense,5597.05
2023-01-09,Product Sales,Revenue,5486.07
2023-02-07,Software Licenses,Revenue,9388.96
2023-01-21,Utilities,Expense,6369.14
2023-02-28,Product Sales,Revenue,2750.54
2023-12-17,Salaries,Expense,1447.92
2023-10-09,Service Fees,Revenue,4066.48
2023-03-05,Utilities,Revenue,3290.03
2023-09-02,Office Rent,Revenue,1823.71
2024-10-23,Software Licenses,Revenue,6829.08
2023-05-03,Product Sales,Revenue,3429.17
2023-12-15,Service Fees,Expense,3686.72
2023-03-07,Software Licenses,Expense,5144.89
2023-01-11,Office Rent,Revenue,5737.91
2023-05-19,Software Licenses,Expense,6783.32
2024-09-19,Software Licenses,Revenue,6270.06
2024-03-03,Service Fees,Revenue,1208.63
2024-03-02,Service Fees,Revenue,7825.51
2024-09-25,Software Licenses,Revenue,5278.92
2024-07-15,Salaries,Expense,4432.38
2023-09-04,Office Rent,Revenue,5571.35
2023-08-07,Software Licenses,Revenue,6932.62
2023-03-28,Utilities,Expense,7734.2
2024-02-23,Marketing,Expense,7189.15
2023-08-22,Marketing,Expense,2731.4
2024-04-06,Marketing,Expense,3777.18
2023-02-18,Office Rent,Expense,9041.16
2023-07-11,Service Fees,Revenue,4622.22
2023-03-21,Product Sales,Revenue,2306.22
2023-07-18,Salaries,Revenue,2858.0
2024-11-25,Office Rent,Expense,7565.17
2023-10-06,Marketing,Expense,1642.05
2023-04-21,Software Licenses,Expense,7786.77
2024-06-12,Salaries,Expense,10220.33
2024-01-10,Product Sales,Expense,9742.07
2024-08-04,Utilities,Expense,8239.44
2024-07-22,Salaries,Expense,6254.91
2023-09-25,Marketing,Expense,4855.11
2024-10-01,Salaries,Expense,2900.13
2023-06-01,Salaries,Expense,4680.82
2022-12-31,Salaries,Revenue,2706.8
2023-03-22,Product Sales,Expense,7766.1
2023-05-06,Software Licenses,Revenue,4692.34
2024-03-16,Product Sales,Expense,10087.26
2023-05-03,Utilities,Expense,2848.04
2024-12-09,Service Fees,Revenue,9734.92
2023-03-29,Salaries,Expense,6742.0
2024-02-11,Service Fees,Expense,8916.94
2024-04-06,Office Rent,Expense,954.06
2023-11-10,Software Licenses,Expense,1811.09
2024-10-13,Product Sales,Expense,3701.25
2024-04-18,Service Fees,Revenue,2814.0
2023-05-09,Product Sales,Expense,9035.57
2024-05-08,Utilities,Revenue,1481.16
2023-03-30,Service Fees,Expense,9204.1
2024-05-10,Product Sales,Revenue,9799.56
2024-01-09,Utilities,Expense,4996.8
2024-12-22,Service Fees,Revenue,2428.9
2023-03-27,Marketing,Revenue,599.62
2023-09-23,Product Sales,Expense,1921.18
2023-08-22,Software Licenses,Revenue,4038.25
2023-01-30,Office Rent,Expense,9510.83
2023-08-19,Salaries,Revenue,7299.87
2024-11-06,Salaries,Revenue,891.78
2023-06-07,Service Fees,Revenue,8238.09
2024-06-01,Office Rent,Expense,6156.16
2024-02-01,Utilities,Revenue,3039.22
2024-02-24,Utilities,Revenue,10134.61
2024-04-10,Marketing,Expense,6988.41
2024-02-21,Salaries,Expense,934.46
2023-07-06,Salaries,Expense,1557.82
2024-08-21,Marketing,Revenue,778.64
2023-08-06,Software Licenses,Expense,1931.72
2023-02-02,Marketing,Expense,734.94
2024-01-13,Software Licenses,Expense,7177.18
2024-02-01,Product Sales,Revenue,6923.47
2023-04-01,Product Sales,Revenue,3096.73
2023-04-21,Office Rent,Revenue,9552.01
2024-05-27,Service Fees,Revenue,6583.65
2023-05-31,Office Rent,Revenue,1119.75
2023-05-04,Service Fees,Revenue,1134.47
2023-12-07,Software Licenses,Revenue,5858.53
2024-11-19,Service Fees,Expense,1950.88
2024-11-26,Product Sales,Revenue,10433.94
2024-08-02,Software Licenses,Revenue,7946.87
2024-07-27,Salaries,Revenue,8469.4
2023-12-18,Marketing,Revenue,8641.11
2023-06-30,Utilities,Expense,3388.23
2023-06-14,Utilities,Revenue,1964.48
2024-04-29,Software Licenses,Expense,5942.63
2024-01-31,Product Sales,Expense,451.8
2023-04-10,Marketing,Expense,4814.31
2023-07-25,Marketing,Revenue,5525.88
2023-07-16,Utilities,Expense,2836.09
2023-05-03,Marketing,Expense,10645.56
2023-02-22,Utilities,Expense,4957.7
2024-09-28,Office Rent,Revenue,7972.04
2023-11-27,Software Licenses,Revenue,10032.98
2024-12-09,Utilities,Revenue,6977.28
2024-04-18,Software Licenses,Expense,5551.81
2024-08-27,Salaries,Revenue,10450.3
2024-07-04,Salaries,Expense,8610.92
2024-03-22,Office Rent,Expense,7020.05
2024-11-26,Office Rent,Revenue,2080.41
2023-05-14,Office Rent,Expense,7514.59
2023-08-09,Software Licenses,Expense,7974.04
2024-11-16,Product Sales,Expense,8020.28
2024-12-19,Product Sales,Expense,6590.06
2023-12-04,Marketing,Revenue,8204.04
2024-07-05,Marketing,Revenue,7830.71
2024-03-11,Salaries,Revenue,9906.32
2024-10-02,Utilities,Revenue,8175.65
2023-05-25,Product Sales,Expense,3945.07
2023-06-30,Salaries,Expense,238.46
2024-05-09,Software Licenses,Expense,6084.86
2024-02-24,Office Rent,Revenue,6570.97
2023-01-04,Office Rent,Expense,8561.26
2024-10-25,Salaries,Revenue,4932.79
2023-06-16,Salaries,Expense,8298.33
2023-10-05,Utilities,Expense,4662.26
2023-08-02,Salaries,Revenue,6956.57
2023-10-05,Utilities,Revenue,2366.77
2023-01-10,Software Licenses,Revenue,3743.21
2023-11-06,Product Sales,Expense,4767.09
2024-12-09,Utilities,Revenue,2727.02
2022-12-28,Service Fees,Revenue,6171.84
2024-10-03,Software Licenses,Revenue,7842.59
2023-02-27,Service Fees,Revenue,1363.16
2023-06-25,Service Fees,Expense,6624.23
2024-06-27,Salaries,Revenue,5552.14
2024-09-30,Product Sales,Revenue,1472.72
2024-04-09,Utilities,Expense,1372.11
2024-04-15,Office Rent,Expense,2836.37
2024-10-20,Software Licenses,Revenue,9135.58
2023-03-08,Service Fees,Expense,10196.61
2024-04-15,Salaries,Expense,3961.73
2024-08-15,Marketing,Expense,1596.32
2023-07-18,Product Sales,Expense,1005.57
2023-07-27,Software Licenses,Expense,4083.47
2024-02-22,Software Licenses,Revenue,3805.29
2023-01-19,Product Sales,Expense,7254.66
2023-01-10,Office Rent,Expense,2949.74
2023-04-05,Software Licenses,Revenue,5844.93
2024-08-23,Service Fees,Revenue,5681.12
2023-10-15,Software Licenses,Expense,2902.41
2024-06-18,Utilities,Expense,2495.13
2024-10-10,Utilities,Expense,9892.74
2024-04-26,Service Fees,Expense,8810.87
2023-02-25,Utilities,Revenue,5242.06
2024-07-31,Marketing,Revenue,6416.33
2024-03-11,Office Rent,Expense,7094.99
2023-06-06,Office Rent,Revenue,4052.96
2023-11-23,Product Sales,Revenue,2089.46
2023-09-28,Office Rent,Revenue,4194.35
2024-07-29,Salaries,Expense,6121.6
2023-09-24,Product Sales,Expense,8984.18
2023-05-01,Software Licenses,Revenue,3449.17
2023-12-12,Service Fees,Revenue,1000.27
2023-08-26,Product Sales,Revenue,6340.93
2023-09-09,Service Fees,Revenue,2526.09
2023-04-09,Utilities,Expense,10580.55
2022-12-30,Product Sales,Revenue,2061.14
2024-09-14,Marketing,Expense,7825.66
2023-02-20,Marketing,Expense,8624.44
2023-05-26,Service Fees,Revenue,5518.95
2024-10-18,Utilities,Revenue,1247.56
2023-11-29,Salaries,Expense,5670.71
2023-12-13,Product Sales,Expense,5994.71
2024-06-04,Office Rent,Revenue,5032.63
2023-09-14,Office Rent,Expense,2368.02
2024-04-13,Salaries,Revenue,7056.72
2024-04-14,Office Rent,Revenue,3913.41
2023-11-20,Product Sales,Revenue,9303.25
2023-03-06,Product Sales,Revenue,4396.13
2024-07-18,Product Sales,Revenue,7798.86
2024-11-30,Office Rent,Expense,7937.06
2023-05-13,Office Rent,Revenue,4944.18
2023-02-22,Software Licenses,Expense,8059.89
2024-10-12,Utilities,Expense,956.02
2023-04-28,Software Licenses,Revenue,6382.04
2023-06-24,Utilities,Expense,6656.32
2024-02-01,Marketing,Expense,6647.25
2024-10-25,Office Rent,Expense,9665.42
2024-04-26,Salaries,Revenue,4544.52
2024-07-12,Utilities,Revenue,6879.77
2024-06-06,Office Rent,Expense,6961.73
2024-11-25,Marketing,Revenue,2167.69
2024-02-22,Marketing,Revenue,10303.07
2024-06-10,Office Rent,Revenue,7279.42
2023-05-30,Product Sales,Expense,3235.72
2023-11-03,Software Licenses,Expense,1641.56
2024-05-20,Utilities,Revenue,4067.3
2022-12-28,Salaries,Expense,2149.59
2023-09-30,Service Fees,Revenue,4968.94
2023-01-14,Utilities,Expense,6963.52
2024-06-11,Product Sales,Revenue,3194.62
2023-11-23,Software Licenses,Revenue,8596.04
2024-07-16,Software Licenses,Revenue,9739.83
2024-05-03,Utilities,Expense,8838.65
2024-06-12,Product Sales,Revenue,3377.8
2023-10-03,Service Fees,Expense,6855.37
2023-05-04,Utilities,Revenue,6404.61
2023-04-09,Marketing,Expense,8199.77
2024-07-12,Utilities,Expense,7436.53
2023-04-13,Software Licenses,Expense,8089.33
2024-08-24,Office Rent,Expense,9337.13
2023-09-19,Salaries,Revenue,6760.26
2023-11-06,Marketing,Revenue,2712.11
2024-11-14,Product Sales,Expense,6655.66
2023-10-05,Utilities,Expense,8398.5
2023-12-06,Marketing,Expense,3693.89
2024-12-16,Software Licenses,Expense,305.1
2024-01-12,Product Sales,Expense,1464.9
2023-07-16,Salaries,Expense,337.03
2023-11-15,Product Sales,Expense,9235.95
2023-05-07,Software Licenses,Expense,7737.22
2024-05-19,Utilities,Expense,2152.63
2024-11-16,Marketing,Revenue,8639.59
2024-12-13,Service Fees,Revenue,4578.64
2024-12-04,Utilities,Expense,6498.62
2024-02-22,Office Rent,Expense,1966.25
2024-04-20,Product Sales,Expense,8254.07
2024-08-04,Product Sales,Revenue,9689.29
2024-11-03,Office Rent,Revenue,1725.24
2024-09-18,Utilities,Revenue,7769.58
2023-05-06,Software Licenses,Revenue,10181.65
2023-11-12,Utilities,Revenue,1934.72
2024-03-01,Service Fees,Revenue,8400.71
2024-04-27,Office Rent,Revenue,2740.65
2023-09-11,Marketing,Revenue,5689.69
2024-04-19,Software Licenses,Revenue,10078.28
2022-12-28,Software Licenses,Revenue,9910.74
2023-03-19,Product Sales,Revenue,3054.61
2023-06-15,Salaries,Expense,4360.55
2023-05-04,Software Licenses,Revenue,1074.75
2023-02-24,Marketing,Expense,1985.06
2024-10-30,Software Licenses,Expense,2828.43
2024-01-12,Product Sales,Expense,1473.93
2023-12-06,Utilities,Expense,9209.43
2023-06-20,Software Licenses,Expense,6123.62
2023-09-29,Software Licenses,Expense,5224.05
2024-05-18,Software Licenses,Expense,7786.2
2023-02-08,Office Rent,Expense,9386.02
2024-09-28,Service Fees,Revenue,7273.7
2024-05-01,Salaries,Expense,3396.72
2024-11-12,Marketing,Revenue,6751.88
2023-03-19,Utilities,Expense,8144.65
2023-02-14,Marketing,Revenue,7623.19
2024-01-01,Software Licenses,Revenue,8021.44
2023-12-13,Product Sales,Revenue,1303.76
2023-12-16,Marketing,Expense,6755.28
2023-06-25,Salaries,Revenue,3889.04
2024-07-13,Marketing,Expense,5725.99
2023-03-26,Salaries,Expense,9970.79
2024-09-04,Office Rent,Expense,4776.14
2023-11-08,Software Licenses,Expense,3547.74
2023-06-20,Office Rent,Expense,7173.99
2024-10-03,Marketing,Revenue,4902.97
2023-03-30,Office Rent,Expense,1278.94
2024-01-15,Utilities,Expense,7133.37
2023-04-10,Service Fees,Expense,7043.21
2023-01-01,Marketing,Revenue,10249.33
2023-06-06,Salaries,Expense,9535.84
2023-09-22,Salaries,Expense,4649.35
2024-08-23,Product Sales,Revenue,2911.63
2024-12-12,Software Licenses,Expense,2244.32
2023-09-01,Salaries,Expense,6316.65
2024-09-14,Utilities,Revenue,5797.76
2024-05-21,Utilities,Revenue,3163.47
2024-10-07,Service Fees,Revenue,8883.38
2024-11-28,Salaries,Expense,2221.87
2023-02-27,Office Rent,Revenue,10549.22
2023-03-20,Marketing,Revenue,9259.31
2023-12-19,Utilities,Expense,6877.82
2024-03-21,Utilities,Revenue,5502.1
2023-09-24,Software Licenses,Revenue,1968.62
2024-07-15,Utilities,Expense,7222.83
2024-11-01,Utilities,Revenue,10079.63
2023-03-22,Salaries,Expense,7700.79
2024-02-18,Office Rent,Revenue,8912.05
2023-02-28,Office Rent,Expense,3555.9
2024-09-01,Salaries,Expense,10212.72
2023-11-16,Salaries,Expense,1690.18
2023-10-12,Salaries,Revenue,3041.04
2024-02-17,Product Sales,Expense,5721.48
2024-07-05,Service Fees,Revenue,9418.29
2023-02-22,Salaries,Revenue,2762.66
2024-08-17,Software Licenses,Expense,5636.92
2024-12-06,Service Fees,Expense,2366.02
2023-09-26,Product Sales,Expense,5112.34
2023-03-10,Office Rent,Revenue,2906.56
2024-07-14,Salaries,Expense,2169.17
2024-01-31,Marketing,Expense,3622.5
2023-10-08,Office Rent,Revenue,3371.32
2024-10-08,Product Sales,Expense,3138.18
2023-02-05,Product Sales,Expense,4138.95
2024-06-17,Utilities,Expense,4683.21
2024-01-22,Utilities,Expense,8107.29
2023-01-05,Marketing,Revenue,2181.41
2024-06-12,Utilities,Revenue,5520.39
2024-07-16,Utilities,Revenue,2757.69
2024-09-21,Software Licenses,Revenue,8501.44
2023-08-01,Office Rent,Expense,9485.95
2023-06-02,Salaries,Revenue,5642.83
2024-01-25,Utilities,Revenue,8941.11
2024-09-22,Service Fees,Revenue,230.68
2024-01-21,Office Rent,Expense,922.57
2024-03-28,Software Licenses,Revenue,4563.11
2024-01-27,Utilities,Expense,7081.77
2024-06-10,Service Fees,Revenue,9804.47
2023-11-05,Marketing,Revenue,2641.68
2023-02-03,Marketing,Revenue,7146.81
2023-02-17,Product Sales,Revenue,8851.56
2024-01-26,Office Rent,Revenue,7088.49
2023-11-08,Utilities,Revenue,10543.88
2024-07-07,Product Sales,Revenue,9239.94
2023-06-10,Service Fees,Revenue,2097.1
2023-12-24,Software Licenses,Revenue,6598.18
2024-03-25,Marketing,Expense,7440.12
2023-01-09,Marketing,Revenue,918.16
2023-12-17,Product Sales,Revenue,2978.68
2024-01-22,Marketing,Revenue,7580.48
2024-03-22,Service Fees,Expense,6714.44
2023-03-04,Salaries,Revenue,6224.24
2024-08-09,Marketing,Revenue,6662.03
2024-02-11,Service Fees,Expense,8800.07
2023-11-10,Utilities,Revenue,6290.4
2023-07-25,Software Licenses,Expense,5875.8
2024-01-15,Software Licenses,Expense,1671.64
2023-10-23,Software Licenses,Revenue,3315.42
2023-07-10,Product Sales,Revenue,7320.37
2023-06-20,Service Fees,Expense,5246.43
2024-10-01,Utilities,Expense,9784.01
2023-05-24,Product Sales,Revenue,3191.33
2024-09-10,Software Licenses,Revenue,1110.16
2023-07-28,Service Fees,Revenue,10445.75
2023-01-30,Office Rent,Expense,1232.25
2023-09-20,Office Rent,Expense,2556.88
2023-02-13,Salaries,Revenue,1317.32
2024-12-12,Software Licenses,Revenue,10078.13
2024-06-02,Service Fees,Revenue,4323.99
2024-04-16,Utilities,Revenue,9292.41
2023-07-02,Utilities,Expense,7035.12
2023-05-30,Utilities,Expense,4704.78
2024-06-26,Office Rent,Expense,5527.77
2024-05-03,Software Licenses,Revenue,7530.46
2024-05-11,Office Rent,Expense,7191.35
2024-05-26,Marketing,Expense,10098.94
2024-11-28,Office Rent,Revenue,4631.65
2023-03-19,Product Sales,Revenue,5539.22
2023-10-20,Product Sales,Expense,7687.33
2023-02-23,Software Licenses,Expense,8292.67
2024-11-28,Salaries,Revenue,1832.78
2023-12-08,Salaries,Revenue,4873.44
2023-09-09,Marketing,Revenue,2104.18
